parcel_id,quality_tier,anomaly_flags,anomaly_count
03068004,clean,,0
03068002,clean,,0
03069006,clean,,0
03006006,clean,,0
03069009,clean,,0
03006005,clean,,0
03069002,clean,,0
03006004,clean,,0
03006002,clean,,0
03007003,clean,,0
03007002,clean,,0
03067014,clean,,0
03067016,clean,,0
03008003,clean,,0
03008006,clean,,0
03067011,clean,,0
03067048,clean,,0
03067010,clean,,0
03008033,clean,,0
03067049,clean,,0
03008008,clean,,0
03067009,clean,,0
03067008,clean,,0
03008010,clean,,0
03009016,clean,,0
03010005,clean,,0
03067005,clean,,0
03009014,clean,,0
03008013,clean,,0
03008027,clean,,0
03009019,clean,,0
03008014,clean,,0
03011020,clean,,0
03068005,clean,,0
03068001,clean,,0
03069007,clean,,0
03069008,clean,,0
03069001,clean,,0
03006016,clean,,0
03007007,clean,,0
03067013,clean,,0
03067017,clean,,0
03007001,clean,,0
03067015,clean,,0
03067012,clean,,0
03008007,clean,,0
03008002,clean,,0
03008032,clean,,0
03008030,clean,,0
03067006,clean,,0
03009017,clean,,0
03010004,clean,,0
03011019,clean,,0
03009013,clean,,0
03006007,clean,,0
03068006,clean,,0
03006012,clean,,0
03067021,clean,,0
03067020,clean,,0
03067019,clean,,0
03067047,clean,,0
03067046,clean,,0
03067044,clean,,0
03067052,clean,,0
03067053,clean,,0
03067004,clean,,0
03067003,clean,,0
03067002,clean,,0
03067022,clean,,0
03067018,clean,,0
03067066,clean,,0
03067065,clean,,0
03067064,clean,,0
03067045,clean,,0
03067043,clean,,0
03067041,clean,,0
03067051,clean,,0
03067042,clean,,0
03067054,clean,,0
03067055,clean,,0
03009012,clean,,0
03008024,clean,,0
03009021,clean,,0
03011016,clean,,0
03009022,clean,,0
03011023,clean,,0
03071011,clean,,0
03009023,clean,,0
03011014,clean,,0
03070010,clean,,0
03071012,clean,,0
03009024,clean,,0
03011013,clean,,0
03071013,clean,,0
03009025,clean,,0
03011012,clean,,0
03011026,clean,,0
03070008,clean,,0
03009005,clean,,0
03071015,clean,,0
03070007,clean,,0
03071016,clean,,0
03009003,clean,,0
03070005,clean,,0
03009002,clean,,0
